order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
5359,2022-03-09,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10000321,2,0.8,16.0,-4.0
5360,2023-11-21,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10004602,2,1.0,50.0,0.0
5361,2022-01-22,Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,FUR-BO-10003433,8,4.0,800.0,630.0
5362,2023-09-24,First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10001496,5,36.0,25920.0,25300.0
5363,2023-07-13,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,FUR-FU-10000672,6,3.5,245.0,185.0
5364,2022-11-22,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,OFF-AP-10001293,2,4.0,320.0,240.0
5365,2023-10-18,Second Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,OFF-AP-10000692,4,3.0,180.0,130.0
5366,2023-01-23,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10004539,1,6.0,900.0,770.0
5367,2023-11-14,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10002923,3,4.5,405.0,325.0
5368,2023-03-15,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10004689,4,0.4,4.0,-6.0
5369,2023-08-05,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10001228,1,1.0,20.0,0.0
5370,2023-03-11,First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,OFF-PA-10003302,3,3.6,324.0,244.0
5371,2023-08-18,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,FUR-FU-10004665,2,5.4,1458.0,1218.0
5372,2022-03-16,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,FUR-FU-10004188,3,12.4,3844.0,3584.0
5373,2023-01-14,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10003177,3,0.6,12.0,-8.0
5374,2023-08-17,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,FUR-TA-10002607,7,7.0,2450.0,2160.0
5375,2022-01-13,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001166,2,0.2,2.0,-8.0
5376,2022-01-22,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10004510,6,5.0,500.0,410.0
5377,2023-03-23,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10004062,3,0.9,27.0,-3.0
5378,2023-02-23,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10000056,7,7.0,2450.0,2140.0
5379,2022-01-21,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10001469,4,6.8,1156.0,996.0
5380,2022-09-08,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10000551,3,0.8,16.0,-4.0
5381,2023-04-28,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,TEC-MA-10000423,6,4.4,484.00000000000006,384.00000000000006
5382,2023-08-06,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10001870,5,1.2,36.0,6.0
5383,2022-06-18,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,OFF-FA-10001843,8,1.0,20.0,0.0
5384,2023-09-06,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10002036,2,0.3,3.0,-7.0
5385,2022-03-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10001760,3,10.8,3888.0000000000005,3558.0000000000005
5386,2022-11-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10000673,14,27.5,15125.0,14655.0
5387,2022-06-16,Standard Class,Consumer,United States,Rogers,Arkansas,72756,South,Office Supplies,Binders,OFF-BI-10000829,9,0.8,32.0,2.0
5388,2022-03-11,Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001924,3,5.1,866.9999999999999,726.9999999999999
5389,2022-12-18,Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10004864,3,5.5,605.0,515.0
5390,2023-07-02,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Labels,OFF-LA-10004345,2,0.4,4.0,-6.0
5391,2023-02-15,Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10000088,3,0.6,18.0,-2.0
5392,2023-06-15,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,OFF-LA-10002787,6,0.8,16.0,-4.0
5393,2022-11-14,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,OFF-LA-10001569,2,0.3,3.0,-7.0
5394,2022-12-02,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10002429,7,8.4,1764.0,1574.0
5395,2023-02-03,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,FUR-BO-10000362,6,30.9,31827.0,30887.0
5396,2023-03-19,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,OFF-PA-10003016,7,1.0,20.0,0.0
5397,2023-04-15,Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10002501,5,1.2,72.0,22.0
5398,2023-02-21,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,OFF-AP-10003622,12,1.6,64.0,24.0
5399,2023-01-16,Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10002764,3,0.0,0.0,0.0
5400,2023-08-23,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Bookcases,FUR-BO-10001798,5,28.0,15680.0,15180.0
5401,2022-02-14,First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10000158,2,3.5,245.0,185.0
5402,2022-02-01,First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10000303,2,3.2,256.0,186.0
5403,2022-05-01,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003910,4,1.0,20.0,0.0
5404,2023-07-19,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000138,1,0.0,0.0,0.0
5405,2023-12-16,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10002398,5,9.0,4050.0,3640.0
5406,2022-07-11,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10003399,1,1.2,48.0,18.0
5407,2023-04-01,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,OFF-FA-10000992,3,0.5,5.0,-5.0
5408,2022-04-25,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10003022,4,1.8,162.0,92.0
5409,2022-08-01,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002854,1,0.6,12.0,-8.0
5410,2023-12-11,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10001670,3,3.6,324.0,244.0
5411,2022-12-02,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10001837,1,1.6,64.0,34.0
5412,2023-06-15,Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,OFF-BI-10002012,7,0.3,3.0,-7.0
5413,2023-11-05,Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Technology,Accessories,TEC-AC-10004992,3,2.0,200.0,120.0
5414,2023-10-11,First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,TEC-PH-10003171,5,11.0,2420.0,2220.0
5415,2023-01-07,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10000390,6,3.5,245.0,185.0
5416,2022-01-20,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,OFF-PA-10004888,4,1.0,20.0,0.0
5417,2022-08-30,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10004188,2,0.8,32.0,2.0
5418,2023-08-12,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,OFF-BI-10004099,2,1.0,20.0,0.0
5419,2023-02-12,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10004621,7,1.6,64.0,34.0
5420,2023-07-31,First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10002103,2,3.0,450.0,310.0
5421,2022-01-01,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002789,3,11.2,3136.0,2876.0
5422,2023-09-03,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10003289,2,0.9,27.0,-3.0
5423,2022-02-11,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10000138,3,0.4,4.0,-6.0
5424,2022-05-02,Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10001215,5,1.2,36.0,6.0
5425,2022-12-11,Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,OFF-AR-10001545,2,0.0,0.0,0.0
5426,2022-12-23,First Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10003870,5,49.5,81675.0,80225.0
5427,2023-04-14,First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10001085,6,3.3,363.0,273.0
5428,2023-04-21,Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,FUR-BO-10004218,5,12.0,7200.0,6640.0
5429,2022-06-29,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10003455,3,2.0,100.0,50.0
5430,2023-08-22,First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,FUR-FU-10001967,2,0.9,27.0,-3.0
5431,2023-11-07,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,OFF-AP-10000938,2,3.2,512.0,382.0
5432,2023-12-24,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,OFF-PA-10002195,1,0.0,0.0,0.0
5433,2023-01-24,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,OFF-BI-10002799,4,0.5,5.0,-5.0
5434,2022-07-14,Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,OFF-AR-10000246,4,0.4,4.0,-6.0
5435,2022-04-17,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,OFF-AP-10000275,5,65.6,107583.99999999999,106193.99999999999
5436,2022-05-05,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10000892,3,13.5,3645.0,3385.0
5437,2022-07-30,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,FUR-FU-10001591,2,0.8,16.0,-4.0
5438,2023-07-03,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,OFF-BI-10001787,5,0.4,4.0,-6.0
5439,2022-01-27,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,FUR-FU-10003192,3,4.2,882.0,712.0
5440,2023-04-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10004600,2,17.7,10443.0,9973.0
5441,2023-07-10,Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,OFF-AR-10002335,1,0.0,0.0,0.0
5442,2023-06-13,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10000859,2,0.5,5.0,-5.0
5443,2022-01-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10003198,1,3.0,300.0,210.0
5444,2022-04-22,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10001900,13,1.2,72.0,22.0
5445,2022-08-18,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10000614,3,0.3,3.0,-7.0
5446,2023-08-30,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10003040,1,0.4,8.0,-12.0
5447,2023-11-30,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10003442,6,1.2,36.0,6.0
5448,2023-02-13,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002800,5,10.0,2500.0,2280.0
5449,2023-07-24,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,OFF-SU-10000157,3,14.4,5184.0,4844.0
5450,2022-06-11,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,TEC-AC-10001542,5,2.4,144.0,94.0
5451,2022-03-06,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,OFF-BI-10004519,2,6.6,2178.0,1868.0
5452,2022-03-21,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,FUR-FU-10003464,2,0.8,32.0,2.0
5453,2023-10-22,Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,OFF-SU-10004261,5,4.5,405.0,325.0
5454,2022-04-10,Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,OFF-PA-10004733,6,1.6,64.0,24.0
5455,2022-04-08,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10001325,1,0.5,5.0,-5.0
5456,2022-06-24,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,OFF-AR-10003056,2,0.5,5.0,-5.0
5457,2023-08-01,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,OFF-FA-10000089,5,0.4,8.0,-12.0
5458,2022-09-18,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,FUR-FU-10004093,2,2.1,147.0,87.0
5459,2023-02-26,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004022,6,0.4,4.0,-6.0
5460,2023-03-11,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10001771,8,74.0,109520.0,108200.0
5461,2022-12-10,Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,OFF-ST-10002301,1,0.6,12.0,-8.0
5462,2022-01-16,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10001706,3,0.4,4.0,-6.0
5463,2023-03-17,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,OFF-BI-10003676,10,0.9,27.0,-3.0
5464,2022-01-26,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,OFF-PA-10000659,4,1.8,108.0,48.0
5465,2022-05-28,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,OFF-EN-10002504,5,3.3,363.0,273.0
5466,2023-03-12,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,FUR-BO-10001972,5,3.6,648.0,478.0
5467,2022-04-17,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000466,3,0.8,16.0,-4.0
5468,2022-08-11,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,FUR-CH-10002774,3,4.8,576.0,466.0
5469,2022-03-27,First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10000454,3,11.8,6962.0,6452.0
5470,2023-05-01,First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10004888,3,0.6,12.0,-8.0
5471,2022-05-07,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,OFF-AP-10003842,5,3.6,432.0,322.0
5472,2023-12-31,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,FUR-FU-10000320,5,0.5,5.0,-5.0
5473,2023-03-20,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,OFF-ST-10002554,2,1.6,128.0,58.0
5474,2023-10-21,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Bookcases,FUR-BO-10000468,7,2.0,200.0,120.0
5475,2022-04-03,Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,OFF-ST-10004459,2,37.5,28125.0,27495.0
5476,2022-11-14,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,OFF-LA-10002312,3,1.2,48.0,18.0
5477,2022-05-05,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,OFF-ST-10001291,5,4.0,320.0,250.0
5478,2022-12-14,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,OFF-PA-10003022,3,0.8,16.0,-4.0
5479,2023-08-23,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,OFF-BI-10002133,3,5.2,676.0,556.0
5480,2022-06-11,Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,OFF-BI-10001097,1,0.0,0.0,0.0
5481,2022-01-22,Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10001336,1,3.0,300.0,210.0
5482,2022-11-10,Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,TEC-AC-10002305,2,2.0,80.0,50.0
5483,2023-08-21,Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,TEC-AC-10003610,4,4.8,1152.0,962.0
5484,2022-01-06,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10002301,2,2.0,80.0,50.0
5485,2022-12-25,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,FUR-CH-10002044,4,16.8,7056.0,6696.0
5486,2022-03-23,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,OFF-EN-10001099,3,1.0,20.0,0.0
5487,2022-12-01,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10004140,4,0.0,0.0,0.0
5488,2022-04-28,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10004897,3,1.0,20.0,0.0
5489,2023-01-30,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,OFF-LA-10000262,3,0.4,4.0,-6.0
5490,2022-08-08,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,OFF-AP-10002222,3,1.0,20.0,0.0
5491,2023-06-25,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10003774,3,11.0,2420.0,2210.0
5492,2023-02-24,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10000615,2,0.8,16.0,-4.0
5493,2022-12-14,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10001225,2,0.5,5.0,-5.0
5494,2022-05-20,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10002043,4,2.0,80.0,50.0
5495,2022-12-02,Same Day,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,FUR-BO-10000330,4,8.2,3361.9999999999995,3031.9999999999995
5496,2022-05-16,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10001249,4,0.4,4.0,-6.0
5497,2022-02-27,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,TEC-AC-10004469,2,3.0,180.0,130.0
5498,2023-12-16,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10001177,2,0.2,2.0,-8.0
5499,2023-10-29,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10000634,3,0.5,5.0,-5.0
5500,2022-08-17,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10004708,2,1.2,48.0,8.0
5501,2023-12-12,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10002084,6,19.8,13068.0,12438.0
5502,2022-02-23,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004519,2,0.3,3.0,-7.0
5503,2022-09-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001847,1,0.0,0.0,0.0
5504,2023-05-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,OFF-AP-10001962,3,0.6,12.0,-8.0
5505,2022-06-15,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,OFF-EN-10003845,3,0.3,3.0,-7.0
5506,2023-01-09,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,TEC-PH-10001817,4,25.8,22188.0,21388.0
5507,2022-06-25,Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000167,2,3.0,180.0,130.0
5508,2023-05-28,Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,OFF-EN-10002973,4,0.6,12.0,-8.0
5509,2023-03-12,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10001588,5,6.0,900.0,770.0
5510,2023-05-03,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,OFF-PA-10001736,2,1.8,108.0,58.0
5511,2022-10-16,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10002185,2,0.3,3.0,-7.0
5512,2022-01-15,Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,OFF-PA-10000174,4,1.5,45.0,15.0
5513,2023-01-18,Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,OFF-PA-10000069,3,0.6,12.0,-8.0
5514,2023-07-27,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10001795,3,12.0,2880.0,2680.0
5515,2023-05-02,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10004540,2,3.2,512.0,362.0
5516,2022-08-23,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10001527,3,6.5,845.0,735.0
5517,2022-06-21,Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,TEC-AC-10003870,4,52.8,69696.0,68616.0
5518,2022-09-01,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10004540,10,4.8,1152.0,962.0
5519,2022-07-11,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004093,2,1.0,50.0,0.0
5520,2022-09-20,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10000716,3,0.4,4.0,-6.0
5521,2022-11-04,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10002709,5,0.4,8.0,-12.0
5522,2022-03-19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10000580,4,10.4,2704.0,2494.0
5523,2023-05-08,First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,OFF-BI-10000829,6,0.4,8.0,-12.0
5524,2023-02-14,First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,OFF-AP-10004859,4,1.2,72.0,22.0
5525,2023-01-25,First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,OFF-PA-10000575,12,2.4,192.0,122.0
5526,2023-03-09,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10002804,2,0.3,3.0,-7.0
5527,2022-07-23,Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,OFF-FA-10002676,1,0.0,0.0,0.0
5528,2023-06-23,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003465,2,1.6,64.0,24.0
5529,2023-01-23,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10000011,5,3.2,256.0,186.0
5530,2023-06-30,Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,OFF-PA-10004381,3,3.6,432.0,322.0
5531,2023-05-18,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,TEC-PH-10001795,4,74.4,184512.0,182302.0
5532,2022-02-27,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,TEC-AC-10001109,6,5.4,972.0000000000001,812.0000000000001
5533,2023-07-25,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,TEC-AC-10003038,3,1.5,45.0,15.0
5534,2022-02-22,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,TEC-AC-10003174,3,9.6,3072.0,2812.0
5535,2023-10-26,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10000157,3,3.0,180.0,120.0
5536,2022-04-26,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10001721,3,1.2,72.0,22.0
5537,2022-05-08,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10000591,3,0.5,5.0,-5.0
5538,2023-07-13,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10001534,2,0.4,4.0,-6.0
5539,2023-01-17,Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,OFF-BI-10002071,3,0.8,16.0,-4.0
5540,2023-07-21,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,FUR-CH-10000513,2,3.6,648.0,498.0
5541,2022-06-25,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10003274,2,0.0,0.0,0.0
5542,2022-12-04,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,OFF-SU-10000381,3,0.4,8.0,-12.0
5543,2022-09-03,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,FUR-TA-10001086,6,23.0,10580.0,10150.0
